component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00800	1	150	1	1	1	1	4	TypeIIA3_firmi	0	0	0	0.936634	Q1	1.438196	1.478728	1.432294	1.462543	1.456195	-0.016185	0.030249	0.006348	-0.022533		0		0	0.026781	1		0
CMP00801	1	191	1	1	1	1	0	TypeXIIIA_firmi	0	0	0	0.978745	Q1	1.405491	1.479532	1.370976	1.397691	1.401102	-0.081841	0.026715	-0.003411	-0.07843	0.058301	1		0	0.051936	1		0
CMP00802	1	129	1	1	1	1	1	TypeXIIIB_Ne144	0	0	0	0.978186	Q1	1.44743	1.40442	1.4216	1.399711	1.418326	-0.004709	-0.021889	-0.018615	0.013906	-0.00294	1		0	-0.012932	1		0
CMP00803	1	143	1	1	1	1	2	TypeIA_IIAI	0	1	0	0.992719	Q4	1.419963	1.39857	1.397883	1.373278	1.383518	-0.025292	-0.024605	-0.01024	-0.015052	0.024099	1		0	-0.005701	1		0
CMP00804	1	129	1	1	1	1	3	TypeIX	0	0	0	0.971164	Q1	1.383973	1.367394	1.353037	1.329829	1.375502	-0.037565	-0.023208	-0.045673	0.008108	0.046274	1		0	0.018556	1		0
CMP00805	1	130	1	1	1	1	4	TypeIC1_IC2	0	1	0	0.990199	Q3	1.413088	1.342583	1.343381	1.366893	1.244176	0.02431	0.023512	0.122717	-0.098407	0.015325	1	0.008531	1	0.00425	1		0
CMP00806	1	203	1	1	1	1	0	TypeXIIIA_firmi	0	0	0	0.977371	Q1	1.385707	1.409072	1.3389	1.448504	1.318979	0.039432	0.109604	0.129525	-0.090093	-0.022123	1		0	-0.044857	1		0
CMP00807	1	130	1	1	1	1	1	TypeIC1_IC2	1	1	0	0.963076	Q1	1.436844	1.40234	1.288522	1.266922	1.497817	-0.135418	-0.0216	-0.230895	0.095477	0.096126	1	0.065148	1	0.039849	1		0
CMP00808	1	76	1	1	1	1	2	TypeIIA2	0	0	1	0.988837	Q3	1.481436	1.479275	1.554327	1.588485	1.628834	0.10921	0.034158	-0.040349	0.149559	0.120847	1		0	0.14958	1		0
CMP00809	1	123	1	1	1	1	3	OutgroupA	0	1	0	0.980991	Q1	1.451311	1.468622	1.40362	1.387164	1.381571	-0.081458	-0.016456	0.005593	-0.087051	0.12297	1	0.075388	1	0.004926	1		0
CMP00810	1	162	1	1	1	1	4	TypeIB2_firmi	0	0	0	0.990036	Q3	1.37516	1.317815	1.381033	1.325328	1.30252	0.007513	-0.055705	0.022808	-0.015295		0		0	0.028413	1		0
CMP00811	1	148	1	1	1	1	0	TypeIC1_IC2	0	0	1	0.994936	Q4	1.416345	1.394163	1.375964	1.404217	1.403905	0.010054	0.028253	0.000312	0.009742	0.016392	1	0.006011	1	0.008001	1		0
CMP00812	1	130	1	1	1	1	1	Ec107_like	0	0	0	0.979932	Q1	1.436729	1.409719	1.405554	1.437018	1.452995	0.027299	0.031464	-0.015977	0.043276	0.000912	1	0.002826	1	0.001384	1		0
CMP00813	1	153	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.989814	Q3	1.425954	1.376622	1.438138	1.422343	1.406738	0.045721	-0.015795	0.015605	0.030116	-0.014793	1	-0.024268	1	0.006076	1		0
CMP00814	1	132	1	1	1	1	3	OutgroupA	0	1	1	0.990309	Q3	1.361864	1.338579	1.281995	1.256716	1.297822	-0.081863	-0.025279	-0.041106	-0.040757	0.020804	1	0.019741	1	-0.000732	1		0
CMP00815	1	243	1	1	1	1	4	TypeXIIIB_Ne144	0	0	0	0.985262	Q2	1.411123	1.427213	1.398081	1.394219	1.416934	-0.032994	-0.003862	-0.022715	-0.010279	0.023786	1	0.014495	1	0.010827	1		0
CMP00816	1	157	1	1	1	1	0	TypeIB1	0	1	0	0.990547	Q3	1.409971	1.39484	1.378122	1.405558	1.374317	0.010718	0.027436	0.031241	-0.020523	-0.000559	1		0	0.001189	1		0
CMP00817	1	135	1	1	1	1	1	TypeIB1	0	0	1	0.993121	Q4	1.418648	1.384564	1.367392	1.354238	1.387819	-0.030326	-0.013154	-0.033581	0.003255	0.040417	1	0.031155	1	0.013692	1		0
CMP00818	1	128	1	1	1	1	2	OutgroupA	0	1	0	0.984378	Q2	1.401857	1.306828	1.229954	1.234653	1.284546	-0.072175	0.004699	-0.049893	-0.022282	-0.026902	1		0	-0.010572	1		0
CMP00819	1	192	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.989	Q3	1.445302	1.427309	1.407177	1.391361	1.392964	-0.035948	-0.015816	-0.001603	-0.034345	0.002601	1	-0.003439	1	0.002602	1		0
CMP00820	1	134	1	1	1	1	4	OutgroupA	0	0	1	0.953811	Q1	1.306415	1.16959	1.176315	1.156835	1.104388	-0.012755	-0.01948	0.052447	-0.065202	0.029591	1		0	-0.01501	1		0
CMP00821	1	146	1	1	1	1	0	OutgroupB	0	1	0	0.988576	Q3	1.348645	1.328961	1.303531	1.329538	1.356629	0.000577	0.026007	-0.027091	0.027668		0		0	0.00342	1		0
CMP00822	1	126	1	1	1	1	1	TypeIC1_IC2	0	0	0	0.991416	Q4	1.367874	1.352853	1.350177	1.492746	1.407729	0.139893	0.142569	0.085017	0.054876	-0.070214	1	-0.071419	1	-0.077117	1		0
CMP00823	1	263	1	1	1	1	2	TypeIIIA3	0	0	1	0.993256	Q4	1.408093	1.341713	1.357623	1.359474	1.372339	0.017761	0.001851	-0.012865	0.030626	0.024525	1	0.011166	1	0.001377	1		0
CMP00824	1	137	1	1	1	1	3	OutgroupA	0	0	0	0.983884	Q2	1.440694	1.426476	1.350304	1.363076	1.425899	-0.0634	0.012772	-0.062823	-0.000577	0.011443	1		0	0.005287	1		0
CMP00825	1	172	1	1	1	1	4	TypeIB2	0	1	0	0.99509	Q4	1.420439	1.510792	1.35608	1.373681	1.425194	-0.137111	0.017601	-0.051513	-0.085598	0.00543	1	-0.002131	1	-0.002654	1		0
CMP00826	1	176	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.991893	Q4	1.341277	1.289292	1.226042	1.255702	1.263409	-0.03359	0.02966	-0.007707	-0.025883	0.019333	1	0.012823	1	0.016339	1		0
CMP00827	1	92	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.959358	Q1	1.345045	1.292641	1.371011	1.358945	1.391351	0.066304	-0.012066	-0.032406	0.09871	0.06835	1	0.0696	1	0.032558	1		0
CMP00828	1	157	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.992464	Q4	1.413198	1.443638	1.442434	1.363325	1.315247	-0.080313	-0.079109	0.048078	-0.128391	-0.0092	1	-0.005291	1	0.037238	1		0
CMP00829	1	132	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.992144	Q4	1.351915	1.328362	1.319758	1.273662	1.248464	-0.0547	-0.046096	0.025198	-0.079898	-0.035227	1		0	-0.048143	1		0
CMP00830	1	177	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.988501	Q3	1.42489	1.491107	1.39554	1.384915	1.582882	-0.106192	-0.010625	-0.197967	0.091775	0.033727	1	0.033686	1	0.007211	1		0
CMP00831	1	122	1	1	1	1	0	OutgroupA	0	1	0	0.990674	Q3	1.400291	1.320563	1.371144	1.3395	1.310286	0.018937	-0.031644	0.029214	-0.010277	0.031782	1	0.016914	1	0.006555	1		0
CMP00832	1	133	1	1	1	1	1	OutgroupA	0	1	1	0.968703	Q1	1.326873	1.325896	1.318415	1.314154	1.335325	-0.011742	-0.004261	-0.021171	0.009429	0.019857	1	-0.001846	1	0.004035	1		0
CMP00833	1	209	1	1	1	1	2	Ec107_like	0	0	0	0.98131	Q1	1.425465	1.657133	1.394904	1.44895	1.402052	-0.208183	0.054046	0.046898	-0.255081	0.010584	1	-0.006134	1	0.003289	1		0
CMP00834	1	136	1	1	1	1	3	TypeIX	0	0	0	0.979245	Q1	1.381748	1.37887	1.361925	1.362697	1.416016	-0.016173	0.000772	-0.053319	0.037146	0.020035	1		0	0.009362	1		0
CMP00835	1	179	1	1	1	1	4	TypeIA_IIAI	0	0	1	0.991656	Q4	1.401103	1.584536	1.346371	1.329683	1.338245	-0.254853	-0.016688	-0.008562	-0.246291	0.007592	1	0.024646	1	0.01296	1		0
CMP00836	1	225	1	1	1	1	0	TypeIIIA3	0	1	0	0.989368	Q3	1.392504	1.375719	1.365525	1.379818	1.371806	0.004099	0.014293	0.008012	-0.003913	0.004245	1	-0.000984	1	-0.000176	1		0
CMP00837	1	194	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.96463	Q1	1.41011	1.400317	1.393746	1.393522	1.384802	-0.006795	-0.000224	0.00872	-0.015515	0.006868	1		0	0.002074	1		0
CMP00838	1	157	1	1	1	1	2	TypeXIII_Mx65	0	0	1	0.982549	Q1	1.388864	1.32309	1.364777	1.341143	1.346939	0.018053	-0.023634	-0.005796	0.023849	0.067729	1	0.07522	1	0.07522	1		0
CMP00839	1	159	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.98931	Q3	1.468809	1.435216	1.396995	1.431241	1.424626	-0.003975	0.034246	0.006615	-0.01059	0.00011	1	-0.004393	1	-0.030017	1		0
CMP00840	1	155	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.990468	Q3	1.38456	1.319582	1.296825	1.281035	1.205256	-0.038547	-0.01579	0.075779	-0.114326	0.028737	1	0.026832	1	0.001874	1		0
CMP00841	1	157	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.989603	Q3	1.437182	1.505896	1.350202	1.372889	1.502064	-0.133007	0.022687	-0.129175	-0.003832	0.003874	1	0.003016	1	-0.006402	1		0
CMP00842	1	132	1	1	1	1	1	OutgroupA	0	0	0	0.983523	Q2	1.367594	1.370066	1.385403	1.381674	1.378416	0.011608	-0.003729	0.003258	0.00835	0.005867	1	0.003162	1	0.005441	1		0
CMP00843	1	130	1	1	1	1	2	OutgroupA	0	0	0	0.989607	Q3	1.423537	1.297548	1.241829	1.289444	1.253373	-0.008104	0.047615	0.036071	-0.044175	0.008887	1		0	-0.036639	1		0
CMP00844	1	238	1	1	1	1	3	TypeIIIA2	1	1	1	0.988758	Q3	1.441437	1.447642	1.407422	1.402325	1.399909	-0.045317	-0.005097	0.002416	-0.047733	0.002269	1	0.025326	1	0.02237	1		0
CMP00845	1	127	1	1	1	1	4	TypeIB1	0	0	0	0.968811	Q1	1.450003	1.525278	1.440052	1.475407	1.45533	-0.049871	0.035355	0.020077	-0.069948	0.000826	1		0	-0.004166	1		0
CMP00846	1	126	1	1	1	1	0	TypeIIIA1	0	0	0	0.993945	Q4	1.386399	1.362719	1.33213	1.348899	1.341489	-0.01382	0.016769	0.00741	-0.02123	0.009404	1	0.02057	1	0.007596	1		0
CMP00847	1	127	1	1	1	1	1	OutgroupA	0	1	1	0.978959	Q1	1.313458	1.316404	1.307148	1.266999	1.318011	-0.049405	-0.040149	-0.051012	0.001607	0.017641	1	0.00191	1	0.005522	1		0
CMP00848	1	130	1	1	1	1	2	TypeIIA3_proteo	0	0	0	0.98575	Q2	1.450176	1.436086	1.416895	1.430546	1.444226	-0.00554	0.013651	-0.01368	0.00814	0.015951	1	0.024044	1	0.022601	1		0
CMP00849	1	223	1	1	1	1	3	TypeXIIIB_Ne144	0	0	0	0.977045	Q1	1.435667	1.44629	1.467544	1.553941	1.510862	0.107651	0.086397	0.043079	0.064572	-0.129251	1		0	-0.128724	1		0
CMP00850	1	136	1	1	1	1	4	TypeIC1_IC2	0	1	1	0.993921	Q4	1.438379	1.34421	1.37714	1.387588	1.324505	0.043378	0.010448	0.063083	-0.019705	0.015466	1	0.013712	1	-0.006537	1		0
CMP00851	1	133	1	1	1	1	0	TypeXIII_Mx65	0	0	0	0.970113	Q1	1.397362	1.359044	1.356317	1.398192	1.400414	0.039148	0.041875	-0.002222	0.04137	-0.006597	1		0	-0.006596	1		0
CMP00852	1	179	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.989972	Q3	1.40116	1.3961	1.386357	1.385601	1.437244	-0.010499	-0.000756	-0.051643	0.041144	0.023554	1	0.014582	1	0.007119	1		0
CMP00853	1	162	1	1	1	1	2	TypeIA_IIAI	0	0	1	0.985554	Q2	1.424949	1.389912	1.375537	1.388617	1.368311	-0.001295	0.01308	0.020306	-0.021601	-0.004326	1	-0.001226	1	-0.002971	1		0
CMP00854	1	171	1	1	1	1	3	TypeXIII_Mx65	0	0	0	0.99177	Q4	1.401157	1.395323	1.35405	1.355278	1.387489	-0.040045	0.001228	-0.032211	-0.007834	0.001241	1	-0.001829	1	0.000731	1		0
CMP00855	1	134	1	1	1	1	4	OutgroupA	0	0	0	0.970799	Q1	1.41472	1.536655	1.50511	1.422707	1.45272	-0.113948	-0.082403	-0.030013	-0.083935	0.037531	1		0	-0.015819	1		0
CMP00856	1	170	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.990412	Q3	1.401148	1.403259	1.311715	1.372229	1.27527	-0.03103	0.060514	0.096959	-0.127989	0.012624	1	0.010167	1	0.003647	1		0
CMP00857	1	216	1	1	1	1	1	TypeIIA3_firmi	0	1	0	0.979466	Q1	1.369804	1.350161	1.371214	1.363997	1.368603	0.013836	-0.007217	-0.004606	0.018442	0.005505	1	0.016004	1	-0.006118	1		0
CMP00858	1	170	1	1	1	1	2	TypeIIA2	0	1	0	0.984664	Q2	1.400122	1.42111	1.413709	1.421934	1.395349	0.000824	0.008225	0.026585	-0.025761	0.003165	1	0.000153	1	0.004946	1		0
CMP00859	1	136	1	1	1	1	3	OutgroupA	0	1	1	0.992535	Q4	1.36158	1.309315	1.245705	1.273054	1.435254	-0.036261	0.027349	-0.1622	0.125939	-0.01455	1	0.009124	1	-0.011194	1		0
CMP00860	1	137	1	1	1	1	4	TypeIIA3_proteo	0	0	0	0.971849	Q1	1.408769	1.36521	1.441904	1.365634	1.452308	0.000424	-0.07627	-0.086674	0.087098	0.008815	1	0.011223	1	0.00526	1		0
CMP00861	1	131	1	1	1	1	0	OutgroupA	0	1	0	0.970911	Q1	1.458276	1.373995	1.374214	1.385054	1.436919	0.011059	0.01084	-0.051865	0.062924	-0.00071	1		0	-0.005918	1		0
CMP00862	1	278	1	1	1	1	1	TypeIIIA3	0	1	1	0.989161	Q3	1.414765	1.3989	1.394961	1.419697	1.398287	0.020797	0.024736	0.02141	-0.000613	0.015487	1	0.010919	1	0.004678	1		0
CMP00863	1	276	1	1	1	1	2	TypeIIIA3	1	1	0	0.991885	Q4	1.42939	1.390455	1.39398	1.407273	1.394116	0.016818	0.013293	0.013157	0.003661	-0.004608	1	0.007607	1	-0.002939	1		0
CMP00864	1	132	1	1	1	1	3	OutgroupA	1	1	0	0.986191	Q2	1.26245	1.214836	1.175965	1.099621	1.143835	-0.115215	-0.076344	-0.044214	-0.071001	0.087479	1		0	0.019844	1		0
CMP00865	1	82	1	1	1	1	4	TypeIIA2	0	0	1	0.986757	Q2	1.454906	1.462336	1.47963	1.500947	1.529592	0.038611	0.021317	-0.028645	0.067256	-0.014362	1		0	-0.014362	1		0
CMP00866	1	140	1	1	1	1	0	TypeIIIA1	0	0	0	0.987429	Q2	1.458094	1.432144	1.362866	1.357586	1.404318	-0.074558	-0.00528	-0.046732	-0.027826	0.070323	1	0.055311	1	0.03736	1		0
CMP00867	1	133	1	1	1	1	1	OutgroupA	0	1	0	0.988128	Q3	1.467009	1.414773	1.382141	1.39103	1.410544	-0.023743	0.008889	-0.019514	-0.004229	0.032749	1	0.028337	1	0.00435	1		0
CMP00868	1	130	1	1	1	1	2	TypeIIA3_proteo	0	0	1	0.991764	Q4	1.42509	1.422642	1.351298	1.333992	1.356816	-0.08865	-0.017306	-0.022824	-0.065826	0.075611	1	0.045143	1	0.019616	1		0
CMP00869	1	190	1	1	1	1	3	TypeIIIA2	0	0	0	0.992063	Q4	1.429548	1.440905	1.418257	1.395889	1.401559	-0.045016	-0.022368	-0.00567	-0.039346	0.000132	1	-0.004104	1	-0.001246	1		0
CMP00870	1	130	1	1	1	1	4	OutgroupA	0	1	0	0.988278	Q3	1.384469	1.267303	1.232803	1.253273	1.250023	-0.01403	0.02047	0.00325	-0.01728	0.112461	1	0.052014	1	0.024979	1		0
CMP00871	1	128	1	1	1	1	0	TypeXIII_Mx65	0	0	1	0.968208	Q1	1.395497	1.327519	1.354254	1.298661	1.32888	-0.028858	-0.055593	-0.030219	0.001361	0.045472	1		0	0.045472	1		0
CMP00872	1	143	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.991509	Q4	1.466841	1.458917	1.423114	1.419607	1.456133	-0.03931	-0.003507	-0.036526	-0.002784	-0.011666	1	-0.008439	1	-0.00329	1		0
CMP00873	1	135	1	1	1	1	2	OutgroupA	0	0	0	0.974933	Q1	1.419795	1.316779	1.258624	1.357671	1.261583	0.040892	0.099047	0.096088	-0.055196	-0.05108	1		0	-0.081919	1		0
CMP00874	1	182	1	1	1	1	3	Ec107_like	1	1	1	0.973878	Q1	1.401925	1.342063	1.312585	1.329386	1.374414	-0.012677	0.016801	-0.045028	0.032351	-0.022754	1	-0.026383	1	-0.034283	1		0
CMP00875	1	61	1	1	1	1	4	TypeXIIIC_Mx162	0	0	0	0.969246	Q1	1.455831	1.456141	1.749266	1.487037	1.58267	0.030896	-0.262229	-0.095633	0.126529	-0.031256	1		0	-0.039101	1		0
CMP00876	1	135	1	1	1	1	0	OutgroupA	0	0	0	0.91847	Q1	1.356493	1.251037	1.299847	1.298517	1.253631	0.04748	-0.00133	0.044886	0.002594	0.012851	1		0	0.005636	1		0
CMP00877	1	90	1	1	1	1	1	OutgroupA	0	0	0	0.973607	Q1	1.384544	1.350102	1.392735	1.337444	1.396647	-0.012658	-0.055291	-0.059203	0.046545	-0.012058	1	0.014959	1	-0.014004	1		0
CMP00878	1	188	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.988061	Q3	1.427652	1.374114	1.386659	1.381355	1.396019	0.007241	-0.005304	-0.014664	0.021905	0.014304	1	0.013069	1	0.006262	1		0
CMP00879	1	142	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.99144	Q4	1.392748	1.500824	1.368045	1.387497	1.536254	-0.113327	0.019452	-0.148757	0.03543	0.118424	1	0.098573	1	0.096727	1		0
CMP00880	1	165	1	1	1	1	4	TypeIIIA2	0	1	1	0.991021	Q3	1.369097	1.371495	1.385549	1.368015	1.357717	-0.00348	-0.017534	0.010298	-0.013778	0.022105	1	0.012731	1	0.011558	1		0
CMP00881	1	141	1	1	1	1	0	TypeIC1_IC2	0	1	0	0.982045	Q1	1.383114	1.348739	1.403811	1.381448	1.425833	0.032709	-0.022363	-0.044385	0.077094	0.025882	1	0.025766	1	0.015226	1		0
CMP00882	1	152	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.980386	Q1	1.407494	1.307108	1.33694	1.354508	1.403615	0.0474	0.017568	-0.049107	0.096507	0.004584	1		0	0.011668	1		0
CMP00883	1	273	1	1	1	1	2	TypeIB2	0	0	1	0.993605	Q4	1.398361	1.428672	1.411777	1.426728	1.410894	-0.001944	0.014951	0.015834	-0.017778	0.023924	1	0.014202	1	0.019714	1		0
CMP00884	1	75	1	1	1	1	3	TypeIIA2	0	0	0	0.954102	Q1	1.575924	1.532676	1.460848	1.456055	1.525423	-0.076621	-0.004793	-0.069368	-0.007253		0		0	0.023297	1		0
CMP00885	1	109	1	1	1	1	4	TypeIC1_IC2	0	1	0	0.988098	Q3	1.387995	1.385881	1.374799	1.326186	1.353565	-0.059695	-0.048613	-0.027379	-0.032316	0.04976	1	0.045348	1	-0.00518	1		0
CMP00886	1	182	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.991104	Q4	1.374526	1.267915	1.344713	1.315521	1.276177	0.047606	-0.029192	0.039344	0.008262	0.015271	1	0.002662	1	-0.005564	1		0
CMP00887	1	138	1	1	1	1	1	TypeIIIA1	0	0	0	0.986531	Q2	1.438653	1.436	1.41732	1.368574	1.395569	-0.067426	-0.048746	-0.026995	-0.040431	0.007748	1	0.007206	1	-0.000828	1		0
CMP00888	1	143	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.993829	Q4	1.415171	1.384379	1.220946	1.275855	1.291955	-0.108524	0.054909	-0.0161	-0.092424	0.079101	1	0.035567	1	0.006998	1		0
CMP00889	1	128	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.977872	Q1	1.340636	1.196598	1.418549	1.425095	1.431178	0.228497	0.006546	-0.006083	0.23458	-0.271761	1	-0.287353	1	-0.258727	1		0
CMP00890	1	147	1	1	1	1	4	TypeIX	0	0	0	0.965892	Q1	1.403541	1.359825	1.445464	1.441146	1.414032	0.081321	-0.004318	0.027114	0.054207		0		0	-0.023553	1		0
CMP00891	1	90	1	1	1	1	0	TypeIIIA1	0	0	0	0.983761	Q2	1.436455	1.435827	1.411126	1.333998	1.536397	-0.101829	-0.077128	-0.202399	0.10057	0.017414	1		0	0.019223	1		0
CMP00892	1	126	1	1	1	1	1	TypeXIII_Mx65	0	0	1	0.980858	Q1	1.411967	1.433355	1.384071	1.41261	1.435067	-0.020745	0.028539	-0.022457	0.001712	0.058312	1		0	0.029218	1		0
CMP00893	1	153	1	1	1	1	2	TypeIIIA1	0	1	0	0.989284	Q3	1.418698	1.354704	1.349805	1.307916	1.351776	-0.046788	-0.041889	-0.04386	-0.002928	0.042553	1		0	0.042553	1		0
CMP00894	1	160	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.99027	Q3	1.447309	1.426765	1.406783	1.392521	1.371678	-0.034244	-0.014262	0.020843	-0.055087	0.002909	1	0.007479	1	-0.001606	1		0
CMP00895	1	156	1	1	1	1	4	TypeIA_IIAI	0	0	1	0.990915	Q3	1.397832	1.465651	1.334131	1.293905	1.370441	-0.171746	-0.040226	-0.076536	-0.09521	0.037454	1	0.038778	1	0.030862	1		0
CMP00896	1	176	1	1	1	1	0	TypeV	0	1	0	0.993265	Q4	1.480185	1.832461	1.513281	1.43669	2.289135	-0.395771	-0.076591	-0.852445	0.456674		0		0		0		0
CMP00897	1	131	1	1	1	1	1	OutgroupA	0	0	0	0.989364	Q3	1.453845	1.430523	1.417702	1.413275	1.404147	-0.017248	-0.004427	0.009128	-0.026376	0.067777	1	0.056644	1	-0.011674	1		0
CMP00898	1	165	1	1	1	1	2	TypeIIIA2	1	1	1	0.989554	Q3	1.427044	1.401435	1.399716	1.406493	1.386425	0.005058	0.006777	0.020068	-0.01501	-0.021041	1	-0.01608	1	-0.015401	1		0
CMP00899	1	268	1	1	1	1	3	TypeIIIA3	0	1	0	0.99443	Q4	1.395878	1.389429	1.36158	1.359896	1.374408	-0.029533	-0.001684	-0.014512	-0.015021	0.01533	1	0.012355	1	0.003442	1		0
CMP00900	1	131	1	1	1	1	4	OutgroupA	0	1	0	0.988342	Q3	1.398936	1.369926	1.277622	1.319186	1.359876	-0.05074	0.041564	-0.04069	-0.01005	0.011955	1		0	0.0118	1		0
CMP00901	1	132	1	1	1	1	0	OutgroupA	0	0	1	0.976274	Q1	1.437451	1.408204	1.41631	1.431792	1.40338	0.023588	0.015482	0.028412	-0.004824	-0.004367	1		0	0.001867	1		0
CMP00902	1	146	1	1	1	1	1	TypeIC1_IC2	0	1	0	0.994951	Q4	1.366638	1.35625	1.299895	1.375768	1.416872	0.019518	0.075873	-0.041104	0.060622	-0.040827	1	-0.032314	1	-0.023489	1		0
CMP00903	1	154	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.98849	Q3	1.426295	1.381255	1.398135	1.390977	1.410003	0.009722	-0.007158	-0.019026	0.028748	0.018718	1	0.012493	1	0.001134	1		0
CMP00904	1	142	1	1	1	1	3	TypeIIIA1	0	0	1	0.971176	Q1	1.434004	1.437511	1.396484	1.416429	1.444323	-0.021082	0.019945	-0.027894	0.006812	0.010783	1		0	0.008713	1		0
CMP00905	1	198	1	1	1	1	4	TypeV	0	1	0	0.98173	Q1	1.416859	1.426052	1.425343	1.42059	1.45305	-0.005462	-0.004753	-0.03246	0.026998	-0.062076	1		0	-0.059351	1		0
CMP00906	1	230	1	1	1	1	0	TypeIIIA2	0	0	0	0.980545	Q1	1.395922	1.367405	1.446194	1.414825	1.461256	0.04742	-0.031369	-0.046431	0.093851	-0.031834	1		0	-0.036743	1		0
CMP00907	1	132	1	1	1	1	1	OutgroupA	0	0	1	0.940445	Q1	1.375494	1.353163	1.360992	1.365889	1.388923	0.012726	0.004897	-0.023034	0.03576	0.008194	1	0.001695	1	0.002187	1		0
CMP00908	1	267	1	1	1	1	2	TypeIIIA3	0	0	0	0.99048	Q3	1.414268	1.384279	1.390134	1.39042	1.384706	0.006141	0.000286	0.005714	0.000427	0.000622	1	0.005693	1	0.00379	1		0
CMP00909	1	156	1	1	1	1	3	Ec107_like	0	0	0	0.986625	Q2	1.426004	1.411416	1.423838	1.408331	1.404076	-0.003085	-0.015507	0.004255	-0.00734	0.020717	1	0.012868	1	0.01112	1		0
CMP00910	1	206	1	1	1	1	4	TypeIIA2	0	0	1	0.985763	Q2	1.435312	1.436926	1.455988	1.456426	1.512571	0.0195	0.000438	-0.056145	0.075645	-0.017052	1		0	-0.017052	1		0
CMP00911	1	169	1	1	1	1	0	TypeXIII_Mx65	0	0	0	0.972608	Q1	1.374464	1.35208	1.347892	1.332755	1.306689	-0.019325	-0.015137	0.026066	-0.045391	0.022929	1		0	0.022929	1		0
CMP00912	1	133	1	1	1	1	1	OutgroupB	0	0	0	0.933301	Q1	1.395886	1.417254	1.408704	1.389191	1.390639	-0.028063	-0.019513	-0.001448	-0.026615	-0.024564	1		0	-0.021369	1		0
CMP00913	1	81	1	1	1	1	2	OutgroupA	0	0	1	0.938541	Q1	1.440106	1.446888	1.429058	1.375139	1.469784	-0.071749	-0.053919	-0.094645	0.022896	0.115556	1		0	0.055884	1		0
CMP00914	1	129	1	1	1	1	3	OutgroupA	0	0	0	0.891513	Q1	1.349635	1.335946	1.314573	1.348899	1.427885	0.012953	0.034326	-0.078986	0.091939	-0.002535	1		0	-0.009159	1		0
CMP00915	1	144	1	1	1	1	4	TypeIC1_IC2	0	0	0	0.990638	Q3	1.383449	1.353921	1.358386	1.347536	1.218497	-0.006385	-0.01085	0.129039	-0.135424	0.005449	1	0.002456	1	0.014702	1		0
CMP00916	1	141	1	1	1	1	0	TypeIIIA1	0	0	1	0.984415	Q2	1.434533	1.398179	1.401297	1.403979	1.389716	0.0058	0.002682	0.014263	-0.008463	0.049315	1	0.060877	1	0.032103	1		0
CMP00917	1	144	1	1	1	1	1	TypeIX	0	1	0	0.990264	Q3	1.440018	1.436367	1.393286	1.424206	1.41593	-0.012161	0.03092	0.008276	-0.020437	0.003607	1	0.000179	1	-0.000449	1		0
CMP00918	1	160	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.991378	Q4	1.421973	1.369025	1.394608	1.407545	1.39535	0.03852	0.012937	0.012195	0.026325	-0.015191	1	-0.018961	1	-0.013961	1		0
CMP00919	1	132	1	1	1	1	3	TypeIX	0	0	1	0.927017	Q1	1.413951	1.451003	1.363623	1.371592	1.408091	-0.079411	0.007969	-0.036499	-0.042912	0.022813	1		0	-0.000318	1		0
CMP00920	1	133	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.991889	Q4	1.401597	1.388975	1.389688	1.511063	1.335078	0.122088	0.121375	0.175985	-0.053897	-0.086311	1	-0.071511	1	-0.058527	1		0
